biologist,生物学者,baɪˈɑləʤɪst,名詞(n.)
biology,生物学,baɪˈɑləʤi,名詞(n.)
bizarre,奇妙な,bəˈzɑr,形容詞(adj.)
bonus,ボーナス；賞与,ˈboʊnəs,名詞(n.) 複数形(pl.)
bubble,泡,ˈbʌbəl,名詞(n.)
bulk,体積； 容積； 多量,bʌlk,名詞(n.)
bullet,弾丸,ˈbʊlət,名詞(n.)
bundle,束，束ねる,ˈbʌndəl,名詞(n.)
calcium,カルシウム,ˈkælsiəm,名詞(n.)
campus,キャンパス,ˈkæmpəs,名詞(n.) 複数形(pl.)
capitalism,資本主義,ˈkæpɪtəˌlɪzəm,名詞(n.)
capitalist,資本家； 資本主義者,ˈkæpətəlɪst,名詞(n.)
censor,検閲官，検閲する,ˈsɛnsər,名詞(n.)
chemistry,化学,ˈkɛməstri,名詞(n.)
chronic,慢性的な,ˈkrɑnɪk,形容詞(adj.)
chunk,大きな塊,ʧʌŋk,名詞(n.)
cinema,映画；映画館,ˈsɪnəmə,名詞(n.)
classification,分類,ˌklæsəfəˈkeɪʃən,名詞(n.)
classify,分類する,ˈklæsəˌfaɪ,動詞(verb)
clay,粘土,kleɪ,名詞(n.)
click,クリックする,klɪk,動詞(verb)
clone,クローンを作る,kloʊn,動詞(verb)
closure,終末,ˈkloʊʒər,名詞(n.)
cognitive,認知の,ˈkɑgnɪtɪv,形容詞(adj.)
coherent,まとまった；理解しやすい,koʊˈhɪrənt,形容詞(adj.)
commodity,商品；日用品,kəˈmɑdəti,名詞(n.)
compact,小型の，圧縮する,ˈkɑmpækt,形容詞(adj.)
comparative,比較の,kəmˈpɛrətɪv,形容詞(adj.)
competence,能力,ˈkɑmpətɪns,名詞(n.)
complement,補足， 補足する； 完全にする,ˈkɑmpləmənt,名詞(n.)
comply,従う,kəmˈplaɪ,動詞(verb)
comprehension,理解,ˌkɑmpriˈhɛnʃən,名詞(n.)
configuration,形状,kənˌfɪgjəˈreɪʃən,名詞(n.)
consensus,合意；コンセンサス,kənˈsɛnsəs,名詞(n.) 複数形(pl.)
contrary,逆の，反対,ˈkɑntrɛri,形容詞(adj.)
cord,ひも；コード,kɔrd,名詞(n.)
credibility,信頼性,ˌkrɛdəˈbɪlɪti,名詞(n.)
critique,批評,krəˈtik,名詞(n.)
crude,原油，自然の；粗雑な,krud,形容詞(adj.)
deadline,締め切り,ˈdɛˌdlaɪn,名詞(n.)
decay,腐敗；減衰，腐敗する；崩壊する,dəˈkeɪ,動詞(verb)
defect,欠陥,ˈdifɛkt,名詞(n.)
deficiency,欠乏,dɪˈfɪʃənsi,名詞(n.)
dependence,依存,dɪˈpɛndəns,名詞(n.)
destination,目的地；宛先,ˌdɛstəˈneɪʃən,名詞(n.)
diagnose,診断する,ˌdaɪəgˈnoʊs,動詞(verb)
diagnosis,診断,ˌdaɪəgˈnoʊsəs,名詞(n.) 複数形(pl.)
diagram,図,ˈdaɪəˌgræm,名詞(n.)
diameter,直径,daɪˈæmətər,名詞(n.)
diary,日記,ˈdaɪəri,名詞(n.)
dictionary,辞書,ˈdɪkʃəˌnɛri,名詞(n.)
differentiate,区別する；差別化する,ˌdɪfəˈrɛnʃiˌeɪt,動詞(verb)
differentiation,差別化；分化,dɪfəˌrɛnʃiˈeɪʃən,名詞(n.)
dilemma,ジレンマ ,dɪˈlɛmə,名詞(n.)
dioxide,二酸化,daɪˈɑkˌsaɪd,名詞(n.)
disadvantage,不利な点,ˌdɪsədˈvæntɪʤ,名詞(n.)
displacement,移動；置換,dɪˈspleɪsmənt,名詞(n.)
dissolve,溶解する,dɪˈzɑlv,動詞(verb)
domain,領域；ドメイン,doʊˈmeɪn,名詞(n.)
donor,寄贈者,ˈdoʊnər,名詞(n.)
duration,持続；継続期間,ˈdʊˈreɪʃən,名詞(n.)
dynamic,動的な; 活動的な,daɪˈnæmɪk,形容詞(adj.)
ecological,生態学的な,ikəˈlɑʤɪkəl,形容詞(adj.)
electron,電子,ɪˈlɛktrɑn,名詞(n.)
elementary,初等の,ˌɛləˈmɛntri,形容詞(adj.)
emperor,皇帝,ˈɛmpərər,名詞(n.)
empirical,実証的な；経験による,ˌɛmˈpɪrɪkəl,形容詞(adj.)
entity,実体,ˈɛntəti,名詞(n.)
essence,本質,ˈɛsəns,名詞(n.)
ethical,倫理的な,ˈɛθɪkəl,形容詞(adj.)
ethics,倫理学；道徳,ˈɛθɪks,名詞(n.) 複数形(pl.)
exit,出口；終了,ˈɛgzɪt,名詞(n.)
expertise,専門知識,ˌɛkspərˈtiz,名詞(n.)
fever,熱,ˈfivər,名詞(n.)
fluid,流体（名）； 流動的な（形）,ˈfluəd,形容詞(adj.)
forum,フォーラム；講演会；座談会,ˈfɔrəm,名詞(n.)
fossil,化石,ˈfɑsəl,名詞(n.)
fraction,一部；少量；分数,ˈfrækʃən,名詞(n.)
fracture,骨折，骨折する；砕く,ˈfrækʧər,名詞(n.)
fringe,縁；縞（しま）,frɪnʤ,名詞(n.)
fusion,融合,ˈfjuʒən,名詞(n.)
gauge,計測器，測定する,geɪʤ,名詞(n.)
goat,ヤギ,goʊt,名詞(n.)
graph,図表；グラフ,græf,名詞(n.)
grid,格子；送電網,grɪd,名詞(n.)
gut,腸,gʌt,名詞(n.)
habitat,生息地,ˈhæbəˌtæt,名詞(n.)
harvest,収穫,ˈhɑrvəst,名詞(n.)
hierarchy,階層；ヒエラルキー,ˈhaɪəˌrɑrki,名詞(n.)
horizon,地平線；水平線；視野；層位,həˈraɪzən,名詞(n.)
horizontal,水平の,ˌhɔrəˈzɑntəl,形容詞(adj.)
hormone,ホルモン,ˈhɔrˌmoʊn,名詞(n.)
hydrogen,水素,ˈhaɪdrəʤən,名詞(n.)
illusion,幻想,ɪˈluʒən,名詞(n.)
implicit,暗黙の,ɪmˈplɪsət,形容詞(adj.)
impulse,衝撃,ˈɪmpəls,名詞(n.)
incidence,発生率,ˈɪnsədəns,名詞(n.)
incline,傾く，傾斜,ɪnˈklaɪn,名詞(n.)
inclusion,包含,ɪnˈkluʒən,名詞(n.)
indifference,無関心,ɪnˈdɪfərəns,名詞(n.)
indigenous,固有の；土着の,ɪnˈdɪʤənəs,形容詞(adj.)
indirect,間接的な,ɪndəˈrɛkt,形容詞(adj.)
induce,誘発する,ɪnˈdus,動詞(verb)
inference,推論,ˈɪnfərəns,名詞(n.)
infinite,無限の,ˈɪnfənət,形容詞(adj.)
informal,非公式の,ɪnˈfɔrməl,形容詞(adj.)
inhibit,抑制する,ɪnˈhɪbət,動詞(verb)
inhibition,抑制；阻害,ˌɪnhəˈbɪʃən,名詞(n.)
insect,昆虫,ˈɪnˌsɛkt,名詞(n.)
integral,不可欠な,ˈɪntəgrəl,形容詞(adj.)
interface,接点,ˈɪntərˌfeɪs,名詞(n.)
interval,間隔；区間,ˈɪntərvəl,名詞(n.)
invade,侵入する,ɪnˈveɪd,動詞(verb)
jazz,ジャズ,ʤæz,名詞(n.)
leaf,葉,lif,名詞(n.)
leisure,余暇；レジャー ,ˈlɛʒər,名詞(n.)
lever,レバー,ˈlɛvər,名詞(n.)
likewise,同様に,ˈlaɪˌkwaɪz,形容詞(adj.)
limb,肢,lɪm,名詞(n.)
linear,線形の,ˈlɪniər,形容詞(adj.)
linguistic,言語の,lɪŋˈgwɪstɪk,形容詞(adj.)
linguistics,言語学,lɪŋˈgwɪstɪks,名詞(n.) 複数形(pl.)
liver,肝臓,ˈlɪvər,名詞(n.)
loop,輪,lup,名詞(n.)
lung,肺,lʌŋ,名詞(n.)
magnitude,大きさ,ˈmægnəˌtud,名詞(n.)
manuscript,原稿,ˈmænjəˌskrɪpt,名詞(n.)
marble,大理石,ˈmɑrbəl,名詞(n.)
matrix,マトリックス；基質,ˈmeɪtrɪks,名詞(n.)
maximize,最大化する,ˈmæksəˌmaɪz,動詞(verb)
mediate,仲介する,ˈmidiɪt,動詞(verb)
metaphor,隠喩,ˈmɛtəfɔr,名詞(n.)
mineral,鉱物,ˈmɪnərəl,名詞(n.)
minimal,最小の,ˈmɪnəməl,形容詞(adj.)
minimize,最小限にする,ˈmɪnəˌmaɪz,動詞(verb)
momentum,勢い；運動量,moʊˈmɛntəm,名詞(n.)
monetary,金銭的な,ˈmɑnəˌtɛri,形容詞(adj.)
monopoly,独占,məˈnɑpəli,副詞(adv)
multiply,掛け合わせる；増殖する,ˈmʌltəˌplaɪ,動詞(verb)
necessity,必要性; 必需品,nəˈsɛsəti,名詞(n.)
noble,気高い,ˈnoʊbəl,形容詞(adj.)
nonetheless,それにもかかわらず,ˌnʌnðəˈlɛs,形容詞(adj.)
nonlinear,非線形の,nɑnˈlɪˌniər,形容詞(adj.)
norm,規範；基準,nɔrm,名詞(n.)
obscure,あいまいな,əbˈskjʊr,形容詞(adj.)
optical,光学の,ˈɑptɪkəl,形容詞(adj.)
organism,生命体,ˈɔrgəˌnɪzəm,名詞(n.)
outlet,アウトレット,ˈaʊtˌlɛt,名詞(n.)
overhead,間接費,ˈoʊvərˌhɛd,形容詞(adj.)
overlap,重複，重なる,ˌoʊvərˈlæp,動詞(verb)
oxygen,酸素,ˈɑksəʤən,名詞(n.)
paradox,逆説；パラドックス,ˈpɛrəˌdɑks,名詞(n.)
parameter,パラメーター,pəˈræmətər,名詞(n.)
particle,粒子,ˈpɑrtəkəl,名詞(n.)
peripheral,周辺の,pəˈrɪfərəl,形容詞(adj.)
physician,医師,fəˈzɪʃən,名詞(n.)
physics,物理学,ˈfɪzɪks,名詞(n.) 複数形(pl.)
plural,複数の,ˈplʊrəl,形容詞(adj.)
polar,極の,ˈpoʊlər,形容詞(adj.)
portfolio,ポートフォリオ,pɔrtˈfoʊliˌoʊ,名詞(n.)
portray,描く,pɔrˈtreɪ,動詞(verb)
portrayal,描写,pɔrˈtreɪəl,形容詞(adj.)
poster,ポスター,ˈpoʊstər,名詞(n.)
predator,捕食者,ˈprɛdətər,名詞(n.)
predominantly,圧倒的に,prɪˈdɑmənəntli,副詞(adv)
prejudice,偏見,ˈprɛʤədɪs,名詞(n.)
preliminary,予備の,prɪˈlɪməˌnɛri,形容詞(adj.)
prevalence,流行,ˈprɛvələns,名詞(n.)
prey,捕食,preɪ,名詞(n.)
primitive,原始的な,ˈprɪmətɪv,形容詞(adj.)
proposition,提案；命題,ˌprɑpəˈzɪʃən,名詞(n.)
protocol,外交儀礼；議定書；協定,ˈproʊtəˌkɑl,名詞(n.)
pulse,脈拍,pʌls,名詞(n.)
questionnaire,アンケート,ˌkwɛsʧəˈnɛr,名詞(n.)
rack,棚,ræk,名詞(n.)
realm,領域,rɛlm,名詞(n.)
regression,回帰；退行,rəˈgrɛʃən,名詞(n.)
rehabilitation,修復；リハビリ,ˌrihəˌbɪləˈteɪʃən,名詞(n.)
residual,残りの，残余,rɪˈzɪʤuəl,形容詞(adj.)
residue,剰余；残留物,ˈrɛzəˌdu,名詞(n.)
retrieve,取り戻す；検索する,rɪˈtriv,動詞(verb)
rhetoric,言葉遣い；修辞学,ˈrɛtərɪk,名詞(n.)
robot,ロボット,ˈroʊˌbɑt,名詞(n.)
rotate,回転する,ˈroʊˌteɪt,動詞(verb)
rotation,回転,roʊˈteɪʃən,名詞(n.)
scenario,シナリオ,sɪˈnɛrioʊ,名詞(n.)
scholarship,奨学金,ˈskɑlərˌʃɪp,名詞(n.)
seminar,セミナー,ˈsɛməˌnɑr,名詞(n.)
sensation,感覚,sɛnˈseɪʃən,名詞(n.)
shallow,浅い,ˈʃæloʊ,形容詞(adj.)
simulate,ふりをする；シミュレーションをする,ˈsɪmjələt,動詞(verb)
simulation,シミュレーション,ˌsɪmjəˈleɪʃən,名詞(n.)
sketch,スケッチ,skɛʧ,名詞(n.)
skip,スキップ，飛ばす,skɪp,動詞(verb)
slot,細長い穴；地位；時間枠,slɑt,名詞(n.)
sodium,ナトリウム,ˈsoʊdiəm,名詞(n.)
solar,太陽の,ˈsoʊlər,形容詞(adj.)
span,期間，架かる；及ぶ,spæn,動詞(verb)
spatial,空間的な,ˈspeɪʃəl,形容詞(adj.)
specimen,見本；標本,ˈspɛsəmən,名詞(n.) 複数形(pl.)
spectrum,スペクトル,ˈspɛktrəm,名詞(n.)
sphere,球体；天体,sfɪr,名詞(n.)
spontaneous,自発的な,spɑnˈteɪniəs,形容詞(adj.)
stack,山，積み上げる,stæk,動詞(verb)
stadium,スタジアム,ˈsteɪdiəm,名詞(n.)
stance,姿勢,stæns,名詞(n.)
stereotype,固定観念，固定観念で見る,ˈstɛriəˌtaɪp,名詞(n.)
stimulus,刺激,ˈstɪmjələs,名詞(n.) 複数形(pl.)
straightforward,まっすぐな；率直な；正直な,ˈstreɪtˈfɔrwərd,形容詞(adj.)
strand,糸,strænd,名詞(n.)
stripe,縞模様,straɪp,名詞(n.)
subjective,主観的な,səbˈʤɛktɪv,形容詞(adj.)
surgeon,外科医,ˈsɜrʤən,名詞(n.)
surplus,余剰；黒字,ˈsɜrpləs,形容詞(adj.)
syndrome,症候群,ˈsɪnˌdroʊm,名詞(n.)
synthesis,合成,ˈsɪnθəsəs,名詞(n.) 複数形(pl.)
terminal,終点；終着駅；ターミナル,ˈtɜrmənəl,名詞(n.)
thesis,論文；命題,ˈθisəs,名詞(n.)
thread,糸,θrɛd,名詞(n.)
threshold,しきい値,ˈθrɛˌʃoʊld,名詞(n.)
thumb,親指,θʌm,名詞(n.)
toxic,毒性の,ˈtɑksɪk,形容詞(adj.)
trait,特徴,treɪt,名詞(n.)
transcription,転写,ˌtrænˈskrɪpʃən,名詞(n.)
transplant,移植，移植する,trænˈsplænt,名詞(n.)
trauma,外傷；トラウマ,ˈtrɔmə,名詞(n.)
triangle,三角形,ˈtraɪˌæŋgəl,名詞(n.)
tropical,熱帯の,ˈtrɑpɪkəl,形容詞(adj.)
tumor,腫瘍,ˈtumər,名詞(n.)
tutor,家庭教師,ˈtutər,名詞(n.)
undermine,弱体化させる,ˈʌndərˌmaɪn,動詞(verb)
unify,統一する,ˈjunəˌfaɪ,動詞(verb)
upward,上向きに,ˈʌpwərd,副詞(adv)
utilize,利用する,ˈjutəˌlaɪz,動詞(verb)
utterance,発話,ˈʌtərəns,名詞(n.)
vein,静脈,veɪn,名詞(n.)
verbal,言葉による,ˈvɜrbəl,形容詞(adj.)
vertical,垂直の,ˈvɜrtɪkəl,形容詞(adj.)
viable,実行可能な,ˈvaɪəbəl,形容詞(adj.)
vitamin,ビタミン,ˈvaɪtəmən,名詞(n.)
abdominal,腹部の,æbˈdɑmənəl,形容詞(adj.)
aggregate,(...の)総計,ˈægrɪgɪt,名詞(n.)
algorithm,アルゴリズム,ˈælgəˌrɪðəm,名詞(n.)
altitude,高度,ˈæltəˌtud,名詞(n.)
analogy,類似；類推,əˈnæləʤi,名詞(n.)
antibiotic,抗生物質，抗生物質の,ˌæntibiˈɑtɪk,形容詞(adj.)
antibody,抗体,ˈæntɪˌbɑdi,名詞(n.)
appendix,付録；追加,əˈpɛndɪks,名詞(n.)
applause,拍手,əˈplɔz,名詞(n.)
arbitrary,任意の; 気ままな,ˈɑrbəˌtrɛri,形容詞(adj.)
axis,軸,ˈæksəs,名詞(n.)
bracket,括弧,ˈbrækɪt,名詞(n.)
coefficient,係数,ˌkoʊəˈfɪʃənt,形容詞(adj.)
composite,合成物，複合の,kəmˈpɑzət,形容詞(adj.)
cone,円錐,koʊn,名詞(n.)
converge,集中する,kənˈvɜrʤ,動詞(verb)
convergence,収束,kənˈvɜrʤəns,名詞(n.)
cue,合図，合図を送る,kju,名詞(n.)
cylinder,シリンダー,ˈsɪləndər,名詞(n.)
degrade,低下する；分解する,dɪˈgreɪd,動詞(verb)
delta,デルタ,ˈdɛltə,名詞(n.)
deviation,逸脱；偏差,ˌdiviˈeɪʃən,名詞(n.)
diagnostic,診断の,ˌdaɪəgˈnɑstɪk,形容詞(adj.)
differential,区別を示す,ˌdɪfəˈrɛnʃəl,形容詞(adj.)
diffusion,拡散,dɪˈfjuʒən,名詞(n.)
dilute,希薄な，薄くする,daɪˈlut,動詞(verb)
dominance,支配,ˈdɑmənəns,名詞(n.)
dye,染料，染める,daɪ,名詞(n.)
ecology,生態学,ɪˈkɑləʤi,名詞(n.)
elastic,弾性の,ɪˈlæstɪk,形容詞(adj.)
elasticity,弾力性,ˌiˌlæˈstɪsəti,名詞(n.)
embed,埋め込む,ɪmˈbɛd,動詞(verb)
enzyme,酵素,ˈɛnˌzaɪm,名詞(n.)
epidemic,流行性の；伝染病,ˌɛpəˈdɛmɪk,形容詞(adj.)
equilibrium,平衡,ˌikwəˈlɪbriəm,名詞(n.)
erase,消す,ɪˈreɪs,動詞(verb)
fatigue,疲労,fəˈtig,名詞(n.)
fungus,菌,ˈfʌŋgəs,名詞(n.) 複数形(pl.)
gram,グラム,græm,名詞(n.)
hawk,タカ,hɔk,名詞(n.)
incumbent,現職,ɪnˈkʌmbənt,名詞(n.)
inferior,劣る，目下の者,ɪnˈfɪriər,形容詞(adj.)
intermediate,中級の；中間の,ˌɪntərˈmidiɪt,形容詞(adj.)
ion,イオン,ˈaɪən,名詞(n.)
kidney,腎臓,ˈkɪdni,名詞(n.)
lateral,横の，側面,ˈlætərəl,形容詞(adj.)
mall,モール,mɔl,名詞(n.)
maternal,母性の,məˈtɜrnəl,形容詞(adj.)
membrane,膜,ˈmɛmˌbreɪn,名詞(n.)
messenger,使者；メッセンジャー,ˈmɛsənʤər,名詞(n.)
motif,モチーフ,moʊˈtif,名詞(n.)
multinational,多国籍の，多国籍企業,ˌmʌlˌtaɪˈnæʃənəl,形容詞(adj.)
mutation,突然変異,mjuˈteɪʃən,名詞(n.)
niche,ニッチ,nɪʧ,名詞(n.)
nitrogen,窒素,ˈnaɪtrəʤən,名詞(n.)
node,こぶ；結節,noʊd,名詞(n.)
nominal,名ばかりの,ˈnɑmənəl,形容詞(adj.)
nucleus,核,ˈnukliəs,名詞(n.) 複数形(pl.)
numerical,数値,nuˈmɛrəkəl,形容詞(adj.)
nutrient,栄養素,ˈnutriənt,名詞(n.)
offspring,子孫,ˈɔfˌsprɪŋ,名詞(n.)
onset,開始,ˈɑnˌsɛt,名詞(n.)
optimal,最適な,ˈɑptəməl,形容詞(adj.)
orient,適応させる；正しい方向に置く,ˈɔriənt,動詞(verb)
overview,概観,ˈoʊvərˌvju,名詞(n.)
par,等価；平均；額面価格,pɑr,名詞(n.)
paradigm,パラダイム,ˈpɛrəˌdaɪm,名詞(n.)
parcel,小包,ˈpɑrsəl,名詞(n.)
pest,害虫,pɛst,名詞(n.)
pesticide,農薬,ˈpɛstəˌsaɪd,名詞(n.)
plantation,農園,ˌplænˈteɪʃən,名詞(n.)
plausible,もっともらしい,ˈplɔzəbəl,形容詞(adj.)
pragmatic,実用的な,prægˈmætɪk,形容詞(adj.)
precipitate,沈殿物,prɪˈsɪpɪtɪt,動詞(verb)
precipitation,降水量,prɪˌsɪpɪˈteɪʃən,名詞(n.)
qualitative,質的な,ˈkwɑləˌteɪtɪv,形容詞(adj.)
quantum,量子,ˈkwɑntəm,名詞(n.)
radar,レーダー,ˈreɪˌdɑr,名詞(n.)
replicate,複製する,ˈrɛpləˌkeɪt,動詞(verb)
replication,複製,ˌrɛpləˈkeɪʃən,名詞(n.)
reservoir,貯水池,ˈrɛzəˌvwɑr,名詞(n.)
scripture,聖書,ˈskrɪpʧər,名詞(n.)
sediment,堆積物,ˈsɛdəmənt,名詞(n.)
semantic,意味の,sɪˈmæntɪk,形容詞(adj.)
shuttle,シャトル，往復する,ˈʃʌtəl,名詞(n.)
singular,単数の；並外れた,ˈsɪŋgjələr,形容詞(adj.)
slab,厚板；厚切り,slæb,名詞(n.)
slash,サッと切る；大幅に削減する，切り傷；削減；スラッシュ,slæʃ,名詞(n.)
sniff,匂いを嗅ぐ,snɪf,動詞(verb)
socialize,社交化,ˈsoʊʃəˌlaɪz,動詞(verb)
static,静的な,ˈstætɪk,形容詞(adj.)
surgical,外科の,ˈsɜrʤɪkəl,形容詞(adj.)
susceptible,影響を受けやすい,səˈsɛptəbəl,形容詞(adj.)
swap,交換する,swɑp,動詞(verb)
synthetic,合成的な,sɪnˈθɛtɪk,形容詞(adj.)
temporal,一時的な,ˈtɛmpərəl,形容詞(adj.)
thermal,熱の,ˈθɜrməl,形容詞(adj.)
tolerance,耐性,ˈtɑlərəns,名詞(n.)
tract,器官系；土地,trækt,名詞(n.)
trivial,ささいな,ˈtrɪviəl,形容詞(adj.)
turbulent,乱流,ˈtɜrbjələnt,形容詞(adj.)
undergraduate,学部生,ˌʌndərˈgræʤəwət,名詞(n.)
unintelligible,理解できない,ˌʌnɪnˈtɛləʤəbəl,形容詞(adj.)
urine,尿,ˈjɜrən,名詞(n.)
usage,使用,ˈjusəʤ,名詞(n.)
valve,弁；バルブ,vælv,名詞(n.)
vegetation,植生,ˌvɛʤəˈteɪʃən,名詞(n.)
velocity,速度,vəˈlɑsəti,名詞(n.)
vocabulary,語彙,voʊˈkæbjəˌlɛri,名詞(n.)
wheat,小麦,wit,名詞(n.)
whereby,それによって～する,wɛrˈbaɪ,副詞(adv)
antiquity,古代；古代に作られたもの,ænˈtɪkwəti,名詞(n.)
binary,２つの；２進法の,ˈbaɪnəri,形容詞(adj.)
chess,チェス,ʧɛs,名詞(n.)
chromosome,染色体,ˈkroʊməˌsoʊm,名詞(n.)
contour,輪郭,ˈkɑnˌtʊr,名詞(n.)
coronary,冠状動脈,ˈkɔrəˌnɛri,形容詞(adj.)
corpus,集成；コーパス；体,ˈkɔrpəs,名詞(n.) 複数形(pl.)
deceive,欺く,dɪˈsiv,動詞(verb)
deflection,たわみ,deflection,名詞(n.)
denote,示す,dɪˈnoʊt,動詞(verb)
dialect,方言,ˈdaɪəˌlɛkt,名詞(n.)
discrete,別々の,dɪˈskrit,形容詞(adj.)
encode,暗号化する,ɛnˈkoʊd,動詞(verb)
epidemiology,疫学,ˌɛpəˌdɛmiˈɑləʤi,名詞(n.)
facet,宝石などの小面,ˈfæsət,名詞(n.)
fin,魚のひれ,fɪn,名詞(n.)
finite,有限の,ˈfaɪˌnaɪt,形容詞(adj.)
flux,流れ,flʌks,名詞(n.)
friction,摩擦,ˈfrɪkʃən,名詞(n.)
hepatitis,肝炎,ˌhɛpəˈtaɪtəs,名詞(n.)
induction,誘導,ɪnˈdʌkʃən,名詞(n.)
invert,反転する,ˈɪnvɜrt,動詞(verb)
irrigation,かんがい,ˌɪrəˈgeɪʃən,名詞(n.)
liter,リットル,ˈlitər,名詞(n.)
locus,軌跡,ˈloʊkəs,名詞(n.)
mentor,メンター,ˈmɛnˌtɔr,名詞(n.)
mercury,水銀,ˈmɜrkjəri,名詞(n.)
metabolism,代謝,məˈtæbəˌlɪzəm,名詞(n.)
mole,ほくろ,moʊl,名詞(n.)
neuron,ニューロン,neuron,名詞(n.)
notation,表記法,noʊˈteɪʃən,名詞(n.)
novice,初心者,ˈnɑvəs,名詞(n.)
onwards,前方へ,ˈɑnwərdz,副詞(adv)
oscillation,振動,ˌɑsəˈleɪʃən,名詞(n.)
partition,分割,pɑrˈtɪʃən,名詞(n.)
physiological,生理学的な,ˌfɪziəˈlɑʤɪkəl,形容詞(adj.)
quiz,小テスト，小テストをする,kwɪz,名詞(n.)
radius,半径,ˈreɪdiəs,名詞(n.)
receptor,受容体,riˈsɛptər,名詞(n.)
repertoire,レパートリー,ˈrɛpərˌtwɑr,名詞(n.)
respiratory,呼吸器の,ˈrɛspərəˌtɔri,形容詞(adj.)
scroll,スクロール,skroʊl,名詞(n.)
secrete,隠す；分泌する,sɪˈkrit,動詞(verb)
sensory,感覚の,ˈsɛnsəri,形容詞(adj.)
solvent,溶剤,ˈsɑlvənt,名詞(n.)
sperm,精子,spɜrm,名詞(n.)
syllable,音節,ˈsɪləbəl,名詞(n.)
terminology,用語,ˌtɜrmɪˈnɑləʤi,名詞(n.)
transcribe,～を書き写す,trænˈskraɪb,動詞(verb)
vector,ベクトル,ˈvɛktər,名詞(n.)
yeast,イースト,jist,名詞(n.)
amino,アミノ酸,əˈminoʊ,名詞(n.)
artifact,工芸品；人工遺物,ˈɑrtəˌfækt,名詞(n.)
bilingual,バイリンガル,baɪˈlɪŋgwəl,形容詞(adj.)
chemotherapy,化学療法,ˌkimoʊˈθɛrəpi,名詞(n.)
confound,情況などを混乱させる,kɑnˈfaʊnd,動詞(verb)
dissection,切開,daɪˈsɛkʃən,名詞(n.)
dissertation,論文,ˌdɪsərˈteɪʃən,名詞(n.)
entrant,参加者,ˈɛntrənt,名詞(n.)
fetal,胎児,ˈfitəl,形容詞(adj.)
gradient,勾配,ˈgreɪdiənt,名詞(n.)
grammatical,文法の,grəˈmætəkəl,形容詞(adj.)
infinity,無限,ɪnˈfɪnəti,名詞(n.)
innate,生まれつきの,ɪˈneɪt,形容詞(adj.)
longitudinal,縦方向の,ˌlɑnʤəˈtudənəl,形容詞(adj.)
marrow,骨髄,ˈmɛroʊ,名詞(n.)
millimeter,ミリメートル,ˈmɪləˌmitər,名詞(n.)
morphological,形態学の,ˌmɔrfəˈlɑʤɪkəl,形容詞(adj.)
morphology,形態学,mɔrˈfɑləʤi,名詞(n.)
neural,神経の,ˈnʊrəl,形容詞(adj.)
null,無効の,nʌl,形容詞(adj.)
optimum,最適な,ˈɑptəməm,形容詞(adj.)
phenomenal,驚異的な,fəˈnɑmənəl,形容詞(adj.)
phosphate,リン酸塩,ˈfɑsfeɪt,名詞(n.)
potassium,カリウム,pəˈtæsiəm,名詞(n.)
primer,入門書,ˈpraɪmər,名詞(n.)
proton,陽子,ˈproʊˌtɑn,名詞(n.)
soluble,水溶性,ˈsɑljəbəl,形容詞(adj.)
substrate,基板,ˈsʌbˌstreɪt,動詞(verb)
subtract,減算する,səbˈtrækt,動詞(verb)
syllabus,概要,ˈsɪləbəs,名詞(n.)
trajectory,弾道,trəˈʤɛktəri,名詞(n.)
transparency,透明,trænˈspɛrənsi,名詞(n.)
vowel,母音,ˈvaʊəl,名詞(n.)
watershed,流域,ˈwɔtərˌʃɛd,動詞(verb)
algebra,代数学,ˈælʤəbrə,名詞(n.)
amplitude,振幅,ˈæmpləˌtud,名詞(n.)
biodiversity,生物多様性,ˌbaɪoʊdaɪˈvɜrsəti,名詞(n.)
chloride,塩化物,ˈklɔraɪd,名詞(n.)
circa,約（年号に使われる）,ˈsɜrkə,名詞(n.)
consonant,一致した,ˈkɑnsənənt,形容詞(adj.)
cortex,皮質,ˈkɔrtɛks,名詞(n.)
inversion,反転,ɪnˈvɜrʒən,名詞(n.)
lexical,語彙の,ˈlɛksɪkəl,形容詞(adj.)
multi,多数の,ˈmʌlti,接頭辞(prefix)
phonological,音韻的な,ˌfoʊnəˈlɑʤɪkəl,形容詞(adj.)
postgraduate,大学院生,postgraduate,名詞(n.)
sneeze,くしゃみをする,sniz,動詞(verb)
syntactic,構文,syntactic,形容詞(adj.)
syntax,構文,ˈsɪnˌtæks,名詞(n.)
theorem,定理,ˈθɪrəm,名詞(n.)
aerosol,エアロゾル,ˈɛrəˌsɑl,名詞(n.)
axiom,公理,ˈæksiəm,名詞(n.)
calculus,結石；微積分（数学）,ˈkælkjələs,名詞(n.)
capillary,毛細血管,ˈkæpəˌlɛri,名詞(n.)
comma,コンマ,ˈkɑmə,名詞(n.)
congruent,合同の,congruent,形容詞(adj.)
denominator,分母,dɪˈnɑməˌneɪtər,名詞(n.)
equivalence,同価値,ɪˈkwɪvələns,名詞(n.)
exponential,指数の,ˌɛkspoʊˈnɛnʧəl,形容詞(adj.)
helix,螺旋,ˈhilɪks,名詞(n.)
herbicide,除草剤,ˈhɜrbɪˌsaɪd,名詞(n.)
semi,半；準,ˈsɛmi,接頭辞(prefix)
splice,接合,splaɪs,名詞(n.)
